show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,description
s2132,TV Show,Title_1132,Christopher Nolan,South Korea,5/23/2017,2021,PG-13,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2133,Movie,Title_1133,Christopher Nolan,Japan,3/6/2022,2017,PG,73 min,Drama,A drama themed movie exploring unique stories.
s2134,Movie,Title_1134,Unknown,South Korea,8/28/2015,2014,TV-G,164 min,Action,A action themed movie exploring unique stories.
s2135,Movie,Title_1135,Unknown,United Kingdom,3/31/2015,2016,PG-13,102 min,Drama,A drama themed movie exploring unique stories.
s2136,Movie,Title_1136,Anurag Kashyap,Canada,3/29/2021,2013,TV-G,98 min,Thriller,A thriller themed movie exploring unique stories.
s2137,TV Show,Title_1137,Anurag Kashyap,Japan,4/1/2016,2013,PG,8 Seasons,Drama,A drama themed tv show exploring unique stories.
s2138,TV Show,Title_1138,Unknown,India,3/30/2021,2017,TV-14,8 Seasons,Drama,A drama themed tv show exploring unique stories.
s2139,Movie,Title_1139,Raj Kumar,Canada,12/20/2015,2019,PG,150 min,Comedy,A comedy themed movie exploring unique stories.
s2140,TV Show,Title_1140,Christopher Nolan,India,10/1/2017,2017,TV-MA,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s2141,Movie,Title_1141,Sanjay Leela Bhansali,South Korea,9/18/2018,2015,TV-MA,166 min,Romance,A romance themed movie exploring unique stories.
s2142,TV Show,Title_1142,Anurag Kashyap,United States,3/14/2016,2000,TV-MA,3 Seasons,Action,A action themed tv show exploring unique stories.
s2143,Movie,Title_1143,Anurag Kashyap,Canada,10/30/2018,2022,TV-G,124 min,Comedy,A comedy themed movie exploring unique stories.
s2144,TV Show,Title_1144,Unknown,South Korea,3/17/2024,2010,R,7 Seasons,Action,A action themed tv show exploring unique stories.
s2145,TV Show,Title_1145,Zoya Akhtar,India,12/11/2015,2014,R,3 Seasons,Action,A action themed tv show exploring unique stories.
s2146,Movie,Title_1146,Sanjay Leela Bhansali,United Kingdom,6/4/2022,2011,R,178 min,Thriller,A thriller themed movie exploring unique stories.
s2147,TV Show,Title_1147,Sanjay Leela Bhansali,United Kingdom,7/31/2024,2007,TV-G,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2148,Movie,Title_1148,Anurag Kashyap,United States,10/18/2016,2021,PG,173 min,Comedy,A comedy themed movie exploring unique stories.
s2149,Movie,Title_1149,Raj Kumar,Canada,12/17/2020,2019,R,139 min,Documentary,A documentary themed movie exploring unique stories.
s2150,Movie,Title_1150,Zoya Akhtar,Canada,12/28/2020,2005,TV-14,147 min,Thriller,A thriller themed movie exploring unique stories.
s2151,Movie,Title_1151,Sanjay Leela Bhansali,Canada,9/28/2021,2002,TV-MA,121 min,Thriller,A thriller themed movie exploring unique stories.
s2152,TV Show,Title_1152,Anurag Kashyap,South Korea,1/21/2018,2023,PG,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2153,TV Show,Title_1153,Sanjay Leela Bhansali,United States,9/17/2016,2012,TV-MA,6 Seasons,Action,A action themed tv show exploring unique stories.
s2154,TV Show,Title_1154,Zoya Akhtar,Canada,10/11/2015,2012,R,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2155,Movie,Title_1155,Zoya Akhtar,South Korea,6/2/2020,2001,PG,137 min,Action,A action themed movie exploring unique stories.
s2156,TV Show,Title_1156,Christopher Nolan,United Kingdom,8/6/2019,2004,PG-13,1 Seasons,Romance,A romance themed tv show exploring unique stories.
s2157,Movie,Title_1157,Unknown,India,8/11/2015,2016,TV-14,165 min,Action,A action themed movie exploring unique stories.
s2158,TV Show,Title_1158,Unknown,South Korea,1/13/2017,2005,R,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s2159,TV Show,Title_1159,Anurag Kashyap,United Kingdom,4/7/2016,2001,R,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s2160,TV Show,Title_1160,Zoya Akhtar,United Kingdom,4/18/2019,2003,TV-14,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s2161,Movie,Title_1161,Christopher Nolan,India,3/1/2024,2021,TV-14,127 min,Romance,A romance themed movie exploring unique stories.
s2162,TV Show,Title_1162,Christopher Nolan,United Kingdom,9/2/2019,2010,PG-13,3 Seasons,Romance,A romance themed tv show exploring unique stories.
s2163,TV Show,Title_1163,Sanjay Leela Bhansali,United States,3/9/2018,2007,R,8 Seasons,Action,A action themed tv show exploring unique stories.
s2164,Movie,Title_1164,Sanjay Leela Bhansali,India,8/1/2021,2011,TV-G,172 min,Romance,A romance themed movie exploring unique stories.
s2165,TV Show,Title_1165,Christopher Nolan,United Kingdom,10/3/2019,2007,R,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2166,Movie,Title_1166,Sanjay Leela Bhansali,Japan,11/12/2017,2010,TV-MA,170 min,Drama,A drama themed movie exploring unique stories.
s2167,TV Show,Title_1167,Zoya Akhtar,South Korea,2/24/2024,2021,PG,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s2168,Movie,Title_1168,Raj Kumar,United Kingdom,12/16/2022,2019,PG,79 min,Documentary,A documentary themed movie exploring unique stories.
s2169,Movie,Title_1169,Zoya Akhtar,United States,10/26/2016,2007,TV-MA,141 min,Romance,A romance themed movie exploring unique stories.
s2170,TV Show,Title_1170,Christopher Nolan,Canada,9/18/2018,2007,PG,3 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2171,Movie,Title_1171,Christopher Nolan,United Kingdom,10/11/2017,2016,TV-14,134 min,Thriller,A thriller themed movie exploring unique stories.
s2172,Movie,Title_1172,Zoya Akhtar,Canada,11/2/2020,2019,PG,86 min,Romance,A romance themed movie exploring unique stories.
s2173,Movie,Title_1173,Sanjay Leela Bhansali,Japan,4/22/2022,2019,PG,79 min,Comedy,A comedy themed movie exploring unique stories.
s2174,Movie,Title_1174,Sanjay Leela Bhansali,United Kingdom,11/20/2017,2022,TV-MA,180 min,Thriller,A thriller themed movie exploring unique stories.
s2175,Movie,Title_1175,Unknown,India,10/31/2019,2015,PG-13,105 min,Documentary,A documentary themed movie exploring unique stories.
s2176,Movie,Title_1176,Christopher Nolan,Canada,4/6/2021,2013,PG,136 min,Romance,A romance themed movie exploring unique stories.
s2177,TV Show,Title_1177,Anurag Kashyap,Japan,3/28/2020,2010,TV-G,7 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2178,Movie,Title_1178,Unknown,India,12/29/2015,2006,PG,117 min,Comedy,A comedy themed movie exploring unique stories.
s2179,Movie,Title_1179,Sanjay Leela Bhansali,India,11/9/2022,2015,PG-13,158 min,Action,A action themed movie exploring unique stories.
s2180,TV Show,Title_1180,Zoya Akhtar,India,11/13/2018,2012,TV-MA,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2181,TV Show,Title_1181,Sanjay Leela Bhansali,India,10/29/2016,2014,PG-13,2 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2182,TV Show,Title_1182,Zoya Akhtar,United Kingdom,3/24/2024,2023,TV-MA,5 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2183,TV Show,Title_1183,Unknown,South Korea,2/24/2020,2015,TV-14,2 Seasons,Romance,A romance themed tv show exploring unique stories.
s2184,TV Show,Title_1184,Christopher Nolan,United Kingdom,10/26/2018,2020,TV-MA,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s2185,TV Show,Title_1185,Sanjay Leela Bhansali,United Kingdom,4/9/2015,2022,TV-14,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2186,TV Show,Title_1186,Zoya Akhtar,Japan,9/25/2020,2023,TV-14,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2187,Movie,Title_1187,Christopher Nolan,Japan,11/26/2022,2008,TV-MA,125 min,Drama,A drama themed movie exploring unique stories.
s2188,Movie,Title_1188,Anurag Kashyap,South Korea,2/26/2016,2002,TV-G,82 min,Action,A action themed movie exploring unique stories.
s2189,TV Show,Title_1189,Zoya Akhtar,Japan,2/12/2019,2018,R,7 Seasons,Drama,A drama themed tv show exploring unique stories.
s2190,Movie,Title_1190,Unknown,United States,12/29/2024,2019,TV-MA,130 min,Comedy,A comedy themed movie exploring unique stories.
s2191,Movie,Title_1191,Anurag Kashyap,South Korea,3/3/2015,2004,PG,140 min,Comedy,A comedy themed movie exploring unique stories.
s2192,Movie,Title_1192,Anurag Kashyap,Japan,2/6/2018,2009,TV-G,152 min,Drama,A drama themed movie exploring unique stories.
s2193,TV Show,Title_1193,Raj Kumar,South Korea,8/30/2019,2016,TV-G,2 Seasons,Action,A action themed tv show exploring unique stories.
s2194,TV Show,Title_1194,Sanjay Leela Bhansali,United Kingdom,11/29/2024,2014,PG,8 Seasons,Drama,A drama themed tv show exploring unique stories.
s2195,Movie,Title_1195,Zoya Akhtar,United Kingdom,9/26/2023,2022,R,171 min,Romance,A romance themed movie exploring unique stories.
s2196,TV Show,Title_1196,Anurag Kashyap,South Korea,5/16/2023,2024,TV-G,1 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2197,Movie,Title_1197,Raj Kumar,United States,8/20/2016,2007,TV-14,84 min,Documentary,A documentary themed movie exploring unique stories.
s2198,Movie,Title_1198,Unknown,United States,6/15/2024,2014,R,136 min,Romance,A romance themed movie exploring unique stories.
s2199,Movie,Title_1199,Christopher Nolan,South Korea,1/27/2016,2020,PG,93 min,Thriller,A thriller themed movie exploring unique stories.
s2200,Movie,Title_1200,Zoya Akhtar,Japan,4/13/2023,2013,R,147 min,Documentary,A documentary themed movie exploring unique stories.
s2201,TV Show,Title_1201,Anurag Kashyap,Canada,12/11/2017,2019,TV-MA,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2202,TV Show,Title_1202,Sanjay Leela Bhansali,United States,4/4/2022,2006,R,5 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2203,TV Show,Title_1203,Raj Kumar,India,8/5/2018,2020,TV-14,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2204,Movie,Title_1204,Anurag Kashyap,United Kingdom,7/22/2020,2022,TV-MA,68 min,Documentary,A documentary themed movie exploring unique stories.
s2205,TV Show,Title_1205,Sanjay Leela Bhansali,South Korea,7/12/2021,2011,PG-13,6 Seasons,Action,A action themed tv show exploring unique stories.
s2206,Movie,Title_1206,Anurag Kashyap,India,3/20/2017,2016,PG,87 min,Drama,A drama themed movie exploring unique stories.
s2207,TV Show,Title_1207,Zoya Akhtar,South Korea,12/20/2023,2016,PG,2 Seasons,Action,A action themed tv show exploring unique stories.
s2208,Movie,Title_1208,Zoya Akhtar,United Kingdom,1/23/2024,2009,R,172 min,Drama,A drama themed movie exploring unique stories.
s2209,Movie,Title_1209,Zoya Akhtar,United Kingdom,11/6/2018,2018,TV-G,81 min,Romance,A romance themed movie exploring unique stories.
s2210,Movie,Title_1210,Unknown,United States,8/31/2022,2013,TV-MA,85 min,Romance,A romance themed movie exploring unique stories.
s2211,TV Show,Title_1211,Unknown,United States,3/5/2018,2010,PG-13,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s2212,TV Show,Title_1212,Raj Kumar,India,7/10/2024,2001,TV-MA,8 Seasons,Action,A action themed tv show exploring unique stories.
s2213,TV Show,Title_1213,Zoya Akhtar,South Korea,3/12/2019,2017,PG,1 Seasons,Drama,A drama themed tv show exploring unique stories.
s2214,TV Show,Title_1214,Sanjay Leela Bhansali,United Kingdom,10/17/2018,2006,TV-MA,1 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2215,Movie,Title_1215,Anurag Kashyap,India,6/14/2024,2011,PG-13,113 min,Comedy,A comedy themed movie exploring unique stories.
s2216,TV Show,Title_1216,Christopher Nolan,Canada,5/30/2017,2001,TV-G,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s2217,TV Show,Title_1217,Sanjay Leela Bhansali,India,5/19/2019,2019,R,4 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2218,Movie,Title_1218,Unknown,Japan,5/6/2022,2017,TV-14,109 min,Documentary,A documentary themed movie exploring unique stories.
s2219,Movie,Title_1219,Unknown,India,9/11/2015,2005,TV-MA,96 min,Documentary,A documentary themed movie exploring unique stories.
s2220,Movie,Title_1220,Sanjay Leela Bhansali,Japan,9/18/2024,2023,TV-14,129 min,Romance,A romance themed movie exploring unique stories.
s2221,TV Show,Title_1221,Unknown,Japan,9/21/2023,2009,PG,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s2222,Movie,Title_1222,Zoya Akhtar,Japan,8/29/2020,2019,R,61 min,Documentary,A documentary themed movie exploring unique stories.
s2223,Movie,Title_1223,Raj Kumar,Canada,1/19/2022,2014,R,90 min,Thriller,A thriller themed movie exploring unique stories.
s2224,Movie,Title_1224,Anurag Kashyap,India,3/14/2018,2004,TV-MA,145 min,Comedy,A comedy themed movie exploring unique stories.
s2225,TV Show,Title_1225,Raj Kumar,India,5/16/2018,2019,TV-G,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2226,Movie,Title_1226,Anurag Kashyap,Canada,11/11/2024,2002,R,68 min,Thriller,A thriller themed movie exploring unique stories.
s2227,TV Show,Title_1227,Anurag Kashyap,United Kingdom,8/20/2021,2004,TV-MA,3 Seasons,Action,A action themed tv show exploring unique stories.
s2228,TV Show,Title_1228,Raj Kumar,United States,10/15/2024,2024,TV-MA,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2229,Movie,Title_1229,Sanjay Leela Bhansali,India,6/15/2015,2007,TV-14,132 min,Drama,A drama themed movie exploring unique stories.
s2230,Movie,Title_1230,Anurag Kashyap,United States,4/23/2019,2007,R,77 min,Documentary,A documentary themed movie exploring unique stories.
s2231,TV Show,Title_1231,Raj Kumar,South Korea,11/27/2023,2007,TV-MA,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2232,Movie,Title_1232,Anurag Kashyap,South Korea,12/18/2022,2011,TV-14,69 min,Thriller,A thriller themed movie exploring unique stories.
s2233,Movie,Title_1233,Christopher Nolan,Canada,9/8/2016,2023,PG-13,144 min,Comedy,A comedy themed movie exploring unique stories.
s2234,TV Show,Title_1234,Sanjay Leela Bhansali,South Korea,4/13/2022,2022,TV-14,8 Seasons,Action,A action themed tv show exploring unique stories.
s2235,TV Show,Title_1235,Zoya Akhtar,South Korea,6/14/2019,2007,TV-14,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2236,Movie,Title_1236,Anurag Kashyap,United Kingdom,8/16/2024,2010,TV-MA,128 min,Documentary,A documentary themed movie exploring unique stories.
s2237,TV Show,Title_1237,Christopher Nolan,United Kingdom,4/26/2024,2013,PG,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s2238,Movie,Title_1238,Zoya Akhtar,United Kingdom,5/17/2016,2007,PG,143 min,Drama,A drama themed movie exploring unique stories.
s2239,Movie,Title_1239,Zoya Akhtar,South Korea,7/1/2017,2023,TV-G,117 min,Thriller,A thriller themed movie exploring unique stories.
s2240,Movie,Title_1240,Anurag Kashyap,Canada,10/27/2020,2009,PG,156 min,Romance,A romance themed movie exploring unique stories.
s2241,TV Show,Title_1241,Raj Kumar,Japan,8/7/2016,2006,TV-14,5 Seasons,Action,A action themed tv show exploring unique stories.
s2242,Movie,Title_1242,Anurag Kashyap,Japan,5/12/2020,2016,TV-G,134 min,Romance,A romance themed movie exploring unique stories.
s2243,Movie,Title_1243,Christopher Nolan,United States,6/28/2022,2003,TV-MA,180 min,Romance,A romance themed movie exploring unique stories.
s2244,Movie,Title_1244,Zoya Akhtar,Japan,1/31/2016,2012,R,124 min,Action,A action themed movie exploring unique stories.
s2245,TV Show,Title_1245,Anurag Kashyap,Japan,6/20/2019,2003,TV-14,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s2246,TV Show,Title_1246,Raj Kumar,United Kingdom,2/24/2020,2004,TV-14,5 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2247,TV Show,Title_1247,Anurag Kashyap,United Kingdom,9/10/2023,2021,TV-G,2 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2248,TV Show,Title_1248,Sanjay Leela Bhansali,South Korea,2/6/2016,2003,TV-MA,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2249,TV Show,Title_1249,Raj Kumar,United States,9/1/2017,2017,PG-13,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s2250,Movie,Title_1250,Christopher Nolan,India,8/12/2015,2005,TV-14,162 min,Thriller,A thriller themed movie exploring unique stories.
s2251,TV Show,Title_1251,Zoya Akhtar,United States,6/1/2016,2023,PG-13,6 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2252,TV Show,Title_1252,Anurag Kashyap,United States,5/5/2022,2023,PG-13,5 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2253,TV Show,Title_1253,Raj Kumar,Canada,8/24/2015,2022,PG,2 Seasons,Romance,A romance themed tv show exploring unique stories.
s2254,Movie,Title_1254,Sanjay Leela Bhansali,South Korea,7/30/2024,2021,TV-MA,176 min,Thriller,A thriller themed movie exploring unique stories.
s2255,TV Show,Title_1255,Raj Kumar,Canada,4/26/2015,2001,PG-13,8 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2256,TV Show,Title_1256,Unknown,United States,11/9/2023,2022,TV-MA,8 Seasons,Romance,A romance themed tv show exploring unique stories.
s2257,Movie,Title_1257,Sanjay Leela Bhansali,United States,8/14/2015,2010,PG,97 min,Action,A action themed movie exploring unique stories.
s2258,TV Show,Title_1258,Christopher Nolan,United States,3/27/2021,2013,TV-MA,5 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2259,Movie,Title_1259,Zoya Akhtar,Japan,7/1/2015,2004,TV-14,174 min,Romance,A romance themed movie exploring unique stories.
s2260,Movie,Title_1260,Christopher Nolan,Canada,2/3/2024,2005,PG-13,100 min,Comedy,A comedy themed movie exploring unique stories.
s2261,Movie,Title_1261,Anurag Kashyap,United States,9/3/2018,2009,TV-MA,79 min,Thriller,A thriller themed movie exploring unique stories.
s2262,Movie,Title_1262,Raj Kumar,United Kingdom,7/29/2015,2007,R,129 min,Drama,A drama themed movie exploring unique stories.
s2263,Movie,Title_1263,Unknown,South Korea,11/16/2018,2013,TV-MA,83 min,Romance,A romance themed movie exploring unique stories.
s2264,TV Show,Title_1264,Sanjay Leela Bhansali,South Korea,11/13/2020,2023,PG-13,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2265,Movie,Title_1265,Sanjay Leela Bhansali,United Kingdom,6/12/2017,2002,PG,142 min,Romance,A romance themed movie exploring unique stories.
s2266,Movie,Title_1266,Raj Kumar,South Korea,2/25/2020,2011,PG,108 min,Comedy,A comedy themed movie exploring unique stories.
s2267,TV Show,Title_1267,Unknown,Japan,9/4/2022,2015,PG-13,5 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2268,Movie,Title_1268,Raj Kumar,Japan,1/14/2018,2022,TV-14,111 min,Action,A action themed movie exploring unique stories.
s2269,TV Show,Title_1269,Anurag Kashyap,India,9/28/2021,2016,TV-14,5 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2270,TV Show,Title_1270,Christopher Nolan,India,7/19/2020,2000,PG,4 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2271,TV Show,Title_1271,Sanjay Leela Bhansali,India,1/29/2016,2022,PG,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s2272,Movie,Title_1272,Anurag Kashyap,South Korea,7/6/2022,2009,PG-13,77 min,Action,A action themed movie exploring unique stories.
s2273,Movie,Title_1273,Christopher Nolan,Japan,4/23/2017,2024,TV-14,107 min,Thriller,A thriller themed movie exploring unique stories.
s2274,Movie,Title_1274,Anurag Kashyap,Japan,3/5/2019,2022,PG,159 min,Drama,A drama themed movie exploring unique stories.
s2275,TV Show,Title_1275,Unknown,Japan,8/26/2016,2009,TV-14,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2276,Movie,Title_1276,Sanjay Leela Bhansali,United Kingdom,8/4/2016,2020,PG,107 min,Comedy,A comedy themed movie exploring unique stories.
s2277,Movie,Title_1277,Raj Kumar,Japan,8/4/2020,2023,TV-MA,117 min,Thriller,A thriller themed movie exploring unique stories.
s2278,Movie,Title_1278,Raj Kumar,United Kingdom,4/23/2020,2001,R,177 min,Thriller,A thriller themed movie exploring unique stories.
s2279,TV Show,Title_1279,Christopher Nolan,India,5/13/2015,2008,TV-G,6 Seasons,Drama,A drama themed tv show exploring unique stories.
s2280,TV Show,Title_1280,Zoya Akhtar,India,10/9/2022,2021,TV-MA,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s2281,Movie,Title_1281,Unknown,South Korea,5/20/2022,2012,TV-G,175 min,Documentary,A documentary themed movie exploring unique stories.
s2282,Movie,Title_1282,Christopher Nolan,India,4/8/2024,2024,PG,106 min,Documentary,A documentary themed movie exploring unique stories.
s2283,Movie,Title_1283,Zoya Akhtar,South Korea,3/18/2021,2015,R,78 min,Comedy,A comedy themed movie exploring unique stories.
s2284,Movie,Title_1284,Anurag Kashyap,United States,9/2/2017,2017,R,140 min,Thriller,A thriller themed movie exploring unique stories.
s2285,TV Show,Title_1285,Unknown,United States,8/10/2024,2018,PG,4 Seasons,Action,A action themed tv show exploring unique stories.
s2286,TV Show,Title_1286,Anurag Kashyap,Canada,7/15/2023,2011,PG,7 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2287,TV Show,Title_1287,Sanjay Leela Bhansali,South Korea,12/19/2019,2007,TV-14,5 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2288,TV Show,Title_1288,Unknown,Canada,12/8/2023,2016,PG,6 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2289,Movie,Title_1289,Zoya Akhtar,Canada,3/24/2019,2014,PG-13,107 min,Drama,A drama themed movie exploring unique stories.
s2290,Movie,Title_1290,Sanjay Leela Bhansali,United States,6/12/2024,2009,PG,162 min,Thriller,A thriller themed movie exploring unique stories.
s2291,Movie,Title_1291,Raj Kumar,South Korea,10/6/2022,2014,PG-13,79 min,Thriller,A thriller themed movie exploring unique stories.
s2292,TV Show,Title_1292,Zoya Akhtar,United States,7/1/2022,2014,PG,4 Seasons,Action,A action themed tv show exploring unique stories.
s2293,Movie,Title_1293,Christopher Nolan,Canada,9/19/2018,2022,TV-14,129 min,Drama,A drama themed movie exploring unique stories.
s2294,TV Show,Title_1294,Raj Kumar,South Korea,2/8/2015,2006,PG-13,4 Seasons,Drama,A drama themed tv show exploring unique stories.
s2295,TV Show,Title_1295,Raj Kumar,Canada,8/9/2018,2012,TV-MA,4 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2296,Movie,Title_1296,Christopher Nolan,Japan,6/30/2022,2016,PG-13,83 min,Documentary,A documentary themed movie exploring unique stories.
s2297,Movie,Title_1297,Unknown,South Korea,6/11/2015,2008,TV-14,147 min,Action,A action themed movie exploring unique stories.
s2298,Movie,Title_1298,Raj Kumar,South Korea,4/25/2024,2007,TV-G,121 min,Thriller,A thriller themed movie exploring unique stories.
s2299,TV Show,Title_1299,Zoya Akhtar,Canada,3/24/2020,2019,PG-13,1 Seasons,Thriller,A thriller themed tv show exploring unique stories.
s2300,Movie,Title_1300,Sanjay Leela Bhansali,Japan,2/1/2018,2020,PG,121 min,Comedy,A comedy themed movie exploring unique stories.
s2301,TV Show,Title_1301,Raj Kumar,United Kingdom,1/17/2021,2017,PG,1 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2302,Movie,Title_1302,Zoya Akhtar,United States,7/17/2019,2012,TV-G,90 min,Documentary,A documentary themed movie exploring unique stories.
s2303,TV Show,Title_1303,Anurag Kashyap,Canada,7/23/2023,2015,TV-14,6 Seasons,Action,A action themed tv show exploring unique stories.
s2304,TV Show,Title_1304,Zoya Akhtar,South Korea,5/17/2020,2008,R,4 Seasons,Romance,A romance themed tv show exploring unique stories.
s2305,Movie,Title_1305,Sanjay Leela Bhansali,United States,11/23/2017,2011,PG,180 min,Comedy,A comedy themed movie exploring unique stories.
s2306,TV Show,Title_1306,Zoya Akhtar,United States,4/8/2021,2011,TV-MA,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s2307,TV Show,Title_1307,Christopher Nolan,United States,8/24/2017,2005,TV-14,3 Seasons,Drama,A drama themed tv show exploring unique stories.
s2308,Movie,Title_1308,Sanjay Leela Bhansali,United Kingdom,6/8/2017,2018,PG-13,160 min,Comedy,A comedy themed movie exploring unique stories.
s2309,TV Show,Title_1309,Unknown,India,11/30/2020,2006,PG-13,3 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2310,Movie,Title_1310,Anurag Kashyap,Canada,5/20/2023,2024,TV-MA,148 min,Action,A action themed movie exploring unique stories.
s2311,TV Show,Title_1311,Christopher Nolan,India,6/23/2021,2002,PG,4 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2312,Movie,Title_1312,Unknown,India,9/1/2020,2015,TV-14,131 min,Romance,A romance themed movie exploring unique stories.
s2313,Movie,Title_1313,Zoya Akhtar,India,12/8/2024,2017,TV-MA,142 min,Comedy,A comedy themed movie exploring unique stories.
s2314,TV Show,Title_1314,Sanjay Leela Bhansali,United States,11/11/2022,2015,PG,8 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2315,TV Show,Title_1315,Anurag Kashyap,Japan,9/25/2023,2022,TV-14,3 Seasons,Action,A action themed tv show exploring unique stories.
s2316,TV Show,Title_1316,Christopher Nolan,United States,7/11/2022,2006,PG-13,5 Seasons,Action,A action themed tv show exploring unique stories.
s2317,TV Show,Title_1317,Unknown,United States,7/25/2019,2003,TV-14,6 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2318,TV Show,Title_1318,Unknown,South Korea,5/25/2023,2024,TV-G,6 Seasons,Romance,A romance themed tv show exploring unique stories.
s2319,Movie,Title_1319,Anurag Kashyap,South Korea,12/28/2023,2007,R,160 min,Drama,A drama themed movie exploring unique stories.
s2320,TV Show,Title_1320,Zoya Akhtar,India,12/12/2018,2012,TV-14,7 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2321,Movie,Title_1321,Anurag Kashyap,United States,9/20/2023,2012,R,106 min,Drama,A drama themed movie exploring unique stories.
s2322,Movie,Title_1322,Unknown,India,12/3/2017,2016,TV-14,107 min,Thriller,A thriller themed movie exploring unique stories.
s2323,TV Show,Title_1323,Raj Kumar,South Korea,5/8/2015,2016,R,2 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2324,Movie,Title_1324,Christopher Nolan,Japan,1/2/2023,2004,TV-G,124 min,Romance,A romance themed movie exploring unique stories.
s2325,Movie,Title_1325,Anurag Kashyap,Canada,6/7/2015,2005,PG-13,110 min,Documentary,A documentary themed movie exploring unique stories.
s2326,Movie,Title_1326,Unknown,India,4/6/2017,2018,PG,75 min,Comedy,A comedy themed movie exploring unique stories.
s2327,Movie,Title_1327,Zoya Akhtar,Japan,6/27/2024,2012,R,172 min,Romance,A romance themed movie exploring unique stories.
s2328,TV Show,Title_1328,Unknown,Canada,3/5/2020,2024,TV-G,7 Seasons,Romance,A romance themed tv show exploring unique stories.
s2329,Movie,Title_1329,Zoya Akhtar,United Kingdom,12/9/2022,2013,R,87 min,Romance,A romance themed movie exploring unique stories.
s2330,TV Show,Title_1330,Anurag Kashyap,India,5/26/2016,2021,PG-13,7 Seasons,Comedy,A comedy themed tv show exploring unique stories.
s2331,TV Show,Title_1331,Zoya Akhtar,India,9/23/2020,2003,R,2 Seasons,Documentary,A documentary themed tv show exploring unique stories.
s2332,Movie,Title_1332,Sanjay Leela Bhansali,United Kingdom,9/15/2023,2006,TV-G,66 min,Action,A action themed movie exploring unique stories.
